id	status	score	schema	table	rows	name_cols	kind	has_id	has_state	bridge_to	tags	look_for	charts	traps	hunt_trap	found	finding_ids	by	date
N:EXCLUDED_PROVIDER_PAID_AFTER_EXCLUSION_IN_SHORTAGE	skip	10.2	FINDINGS	EXCLUDED_PROVIDER_PAID_AFTER_EXCLUSION_IN_SHORTAGE	287	LAST_NAME, FIRST_NAME	people	yes	yes		MONEY HARM PEOPLE MAP DERIVED	who repeats: the people named most often, and how many rows each :: ranked bar | already has an ID (NPI); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join		auto-skip at build: built on a prior hunt's output table in FINDINGS; shave its source tables instead		build	2026-09-24
N:FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS	untouched	10.2	FINANCE	FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS	2822977	BRANCH_NAME, BRANCH_CSA_NAME, INSTITUTION_NAME, CHARTER_AGENCY_NAME, OCC_DISTRICT_NAME +4	organizations	no	yes	FED_IRS527_SCHEDULE_B_EXPENDITURES, FED_FEC_COMMITTEE_TO_CANDIDATE, FED_FEC_INDEPENDENT_EXPENDITURES, FED_EPA_ICIS_FEC_CASE_FACILITIES, FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES +145	MONEY MAP OUTCOME TEXT	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one BRANCH_ADDRESS, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join	BRANCH_STATE_COUNTY_FIPS lost its leading zero in states 01-09; pad before joining				
N:FINANCE__FED_FEC_INDIV_CONTRIBUTIONS	finding	10.2	FINANCE	FINANCE__FED_FEC_INDIV_CONTRIBUTIONS	283771819	DONOR_NAME, EMPLOYER	people	yes	yes		MONEY PEOPLE MAP	who repeats: the people named most often, and how many rows each :: ranked bar | already has an ID (FEC_CMTE_ID); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join	DONOR_NAME has a space after the comma; split then trim	F-006 B: 5,362 SEC insiders matched to $555M of FEC giving; coal CEO Joseph Craft III gave $8.2M	F-006	claude	2026-09-24
N:CORPORATE_REGISTRY__FED_IRS_EO_BMF	untouched	10.1	CORPORATE_REGISTRY	CORPORATE_REGISTRY__FED_IRS_EO_BMF	1983563	ORG_NAME, SORT_NAME, STREET	organizations	yes	yes		MONEY MAP DEMOGRAPHIC OUTCOME	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (EIN); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one STREET, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network ranked_bar table	crosstable-single-word-name-collision ein-and-cik-width-mismatch reach-is-not-a-usable-join					
N:ECONOMICS__FED_IRS_BMF	skip	10.1	ECONOMICS	ECONOMICS__FED_IRS_BMF	1974830	ORGANIZATION_NAME, SORT_NAME, STREET	organizations	yes	yes		MONEY MAP DEMOGRAPHIC OUTCOME	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (EIN); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one STREET, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network ranked_bar table	crosstable-single-word-name-collision ein-and-cik-width-mismatch reach-is-not-a-usable-join		auto-skip at build: ECONOMICS__FED_IRS_BMF is a copy of CORPORATE_REGISTRY__FED_IRS_EO_BMF; the original's rows carry the work		build	2026-09-24
N:HEALTH__FED_CMS_NURSING_HOME	untouched	10.1	HEALTH	HEALTH__FED_CMS_NURSING_HOME	14700	PROVIDER_NAME, LEGAL_BUSINESS_NAME, CHAIN_NAME, ADDRESS	organizations	yes	yes		MONEY HARM MAP OUTCOME	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (CCN); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one ADDRESS, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network ranked_bar table	crosstable-single-word-name-collision nursing-home-chow-flag-constant owner-flag-columns-exist-but-empty reach-is-not-a-usable-join	DATE_OF_MOST_RECENT_HEALTH_INSPECTION is null on all 14,700 rows				
N:HEALTH__FED_NURSINGHOME411	untouched	10.1	HEALTH	HEALTH__FED_NURSINGHOME411	14713	PROVIDER_NAME, CHAIN_NAME, PROVIDER_ADDRESS	organizations	yes	yes		MONEY HARM MAP OUTCOME	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (CCN); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one PROVIDER_ADDRESS, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network ranked_bar table	crosstable-single-word-name-collision					
N:JUSTICE__FED_COURTLISTENER_JUDGES	untouched	10.1	JUSTICE	JUSTICE__FED_COURTLISTENER_JUDGES	16191	NAME_FIRST, NAME_MIDDLE, NAME_LAST	people	yes	yes		PEOPLE OFFICIALS MAP DEMOGRAPHIC	who repeats: the people named most often, and how many rows each :: ranked bar | already has an ID (CL_PERSON_ID); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision					
N:POLITICS__FED_CONGRESS_LEGISLATORS	untouched	10.1	POLITICS	POLITICS__FED_CONGRESS_LEGISLATORS	12767	NAME_FIRST, NAME_LAST, NAME_OFFICIAL_FULL	people	yes	yes		PEOPLE OFFICIALS MAP DEMOGRAPHIC	who repeats: the people named most often, and how many rows each :: ranked bar | already has an ID (BIOGUIDE); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision	N_TERMS is text, MAX gives 9 not 30; LEGISLATOR_SET blank on every row				
N:POLITICS__MEMBER_CROSSWALK	untouched	10.1	POLITICS	POLITICS__MEMBER_CROSSWALK	12794	FULL_NAME, NAME_FIRST, NAME_LAST	people	yes	yes		PEOPLE OFFICIALS MAP DEMOGRAPHIC	who repeats: the people named most often, and how many rows each :: ranked bar | already has an ID (BIOGUIDE); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision					
N:IMMIGRATION__FED_ICE_DETAINERS	untouched	9.9	IMMIGRATION	IMMIGRATION__FED_ICE_DETAINERS	609769	CRIMINAL_STREET_GANG_YES_NO	organizations	yes	no		HARM MAP DEMOGRAPHIC OUTCOME	shared addresses: many different names or IDs at one CRIMINAL_STREET_GANG_YES_NO, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network ranked_bar	crosstable-single-word-name-collision					
N:JUSTICE__FED_COURTLISTENER_DOCKETS	untouched	9.9	JUSTICE	JUSTICE__FED_COURTLISTENER_DOCKETS	71677647	CASE_NAME_SHORT, CASE_NAME, CASE_NAME_FULL	organizations	yes	no		PEOPLE OFFICIALS OUTCOME	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (CL_COURT_ID, CL_PERSON_ID); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision	DATE_FILED runs 1871 to 2079				
N:LABOR__FED_DOL_OLMS	untouched	9.9	LABOR	LABOR__FED_DOL_OLMS	617710	UNION_NAME, UNIT_NAME, MAIL_FIRST_NAME, MAIL_LAST_NAME, ADDRESS_ID +1	people	no	yes	FED_FEC_INDIV_CONTRIBUTIONS, FED_USASPENDING_ASSISTANCE_FULL, FED_USASPENDING_CONTRACTS_FULL_R2, FED_CMS_PARTD_PRESCRIBERS, FED_USASPENDING_CONTRACTS_FULL +42	MONEY PEOPLE MAP	who repeats: the people named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of people on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one ADDRESS_ID, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:ECONOMICS__FED_FDIC_FAILED_BANKS	untouched	9.8	ECONOMICS	ECONOMICS__FED_FDIC_FAILED_BANKS	4115	BANK_NAME	organizations	no	no	FED_IRS_BMF, FED_IRS_PUB78_ELIGIBLE_DONEES, FED_IRS_AUTO_REVOCATIONS, FED_IRS_REVOCATION, FED_FAC_SINGLE_AUDIT +145	MONEY HARM OUTCOME	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:HOUSING__FED_HUD_PUBLIC_HOUSING_AUTHORITIES	untouched	9.8	HOUSING	HOUSING__FED_HUD_PUBLIC_HOUSING_AUTHORITIES	3787	FORMAL_PARTICIPANT_NAME, HA_EMAIL_ADDRESS, STD_ADDRESS	organizations	no	yes	FED_CFPB_HMDA_ARID2017_LEI_XREF, FED_HUD_DATA, FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES +145	MONEY MAP DEMOGRAPHIC OUTCOME	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one HA_EMAIL_ADDRESS, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join	statewide authorities booked to one county; CT uses old county codes, $97.7M lands nowhere				
N:JUSTICE__INTL_UCDP_GED	untouched	9.8	JUSTICE	JUSTICE__INTL_UCDP_GED	385918	CONFLICT_NAME, DYAD_NAME	organizations	no	no	FED_COURTLISTENER_POSITIONS, FED_COURTLISTENER_DOCKETS, INTL_UK_SANCTIONS_LIST, XC_UK_SANCTIONS_LIST, FED_OFAC_SDN +145	HARM MAP OUTCOME TEXT	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:POLITICS__FJC_JUDGE	untouched	9.8	POLITICS	POLITICS__FJC_JUDGE	4067	LAST_NAME, FIRST_NAME, MIDDLE_NAME, FULL_NAME	people	no	no	MEMBER_CROSSWALK, FED_CONGRESS_LEGISLATORS, FED_FEC_API, FED_FEC_INDIV_CONTRIBUTIONS, FED_USASPENDING_ASSISTANCE_FULL +42	PEOPLE OFFICIALS DEMOGRAPHIC	who repeats: the people named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of people on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:HEALTH__FED_CMS_PARTD_PRESCRIBERS	untouched	9.7	HEALTH	HEALTH__FED_CMS_PARTD_PRESCRIBERS	25869521	PRESCRIBER_LAST_ORG_NAME, PRESCRIBER_FIRST_NAME	people	yes	yes		MONEY PEOPLE MAP	who repeats: the people named most often, and how many rows each :: ranked bar | already has an ID (NPI); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision partd-is-dy2022	standing-order NPIs top vaccine counts, one ER doctor on 37,902 Shingrix patients; drop vaccines before ranking				
N:CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC	untouched	9.6	CORPORATE_REGISTRY	CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC	15804611	NAME, NAME_MIDDLE, NAME_SURNAME, ADDRESS_PREMISES, ADDRESS_LINE_1 +2	organizations	yes	no		OFFICIALS MAP DEMOGRAPHIC	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (COMPANY_NO); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one ADDRESS_PREMISES, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network ranked_bar table	crosstable-single-word-name-collision					
N:FINANCE__FED_IRS_SOI	untouched	9.6	FINANCE	FINANCE__FED_IRS_SOI	179796	DATASET_NAME	organizations	no	yes	FED_IRS527_SCHEDULE_B_EXPENDITURES, FED_FEC_COMMITTEE_TO_CANDIDATE, FED_FEC_INDEPENDENT_EXPENDITURES, FED_EPA_ICIS_FEC_CASE_FACILITIES, FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES +145	MONEY MAP DEMOGRAPHIC	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:HEALTH__FED_CMS_OPEN_PAYMENTS	untouched	9.6	HEALTH	HEALTH__FED_CMS_OPEN_PAYMENTS	15385047	COVERED_RECIPIENT_FIRST_NAME, COVERED_RECIPIENT_LAST_NAME, COVERED_RECIPIENT_SPECIALTY_1, SUBMITTING_APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_NAME, APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_MAKING_PAYMENT_NAME	people	yes	yes		MONEY PEOPLE MAP	who repeats: the people named most often, and how many rows each :: ranked bar | already has an ID (CCN, NPI); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join	teaching-hospital rows carry NPI as an empty string; COALESCE on NPI makes one fake $0.7-1.1B recipient				
N:HEALTH__FED_CMS_OPEN_PAYMENTS_2022	untouched	9.6	HEALTH	HEALTH__FED_CMS_OPEN_PAYMENTS_2022	13306564	COVERED_RECIPIENT_FIRST_NAME, COVERED_RECIPIENT_LAST_NAME, COVERED_RECIPIENT_SPECIALTY_1, SUBMITTING_APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_NAME, APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_MAKING_PAYMENT_NAME	people	yes	yes		MONEY PEOPLE MAP	who repeats: the people named most often, and how many rows each :: ranked bar | already has an ID (CCN, NPI); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:HEALTH__FED_CMS_OPEN_PAYMENTS_2023	untouched	9.6	HEALTH	HEALTH__FED_CMS_OPEN_PAYMENTS_2023	14700786	COVERED_RECIPIENT_FIRST_NAME, COVERED_RECIPIENT_LAST_NAME, COVERED_RECIPIENT_SPECIALTY_1, SUBMITTING_APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_NAME, APPLICABLE_MANUFACTURER_OR_APPLICABLE_GPO_MAKING_PAYMENT_NAME	people	yes	yes		MONEY PEOPLE MAP	who repeats: the people named most often, and how many rows each :: ranked bar | already has an ID (CCN, NPI); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:HEALTH__FED_HRSA_SHORTAGE_AREAS	untouched	9.6	HEALTH	HEALTH__FED_HRSA_SHORTAGE_AREAS	165531	HPSA_NAME, HPSA_COMPONENT_NAME, HPSA_ADDRESS	organizations	no	yes	FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES, FED_CMS_NURSING_HOME_DEFICIENCIES, FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES +145	HARM MAP OUTCOME TEXT	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one HPSA_ADDRESS, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:POLITICS__INTL_ELECTIONS_CANADA_CONTRIBUTIONS	untouched	9.6	POLITICS	POLITICS__INTL_ELECTIONS_CANADA_CONTRIBUTIONS	12646465	RECIPIENT, RECIPIENT_LAST_NAME, RECIPIENT_FIRST_NAME, RECIPIENT_MIDDLE_INITIAL, POLITICAL_PARTY_OF_RECIPIENT +3	people	no	no	MEMBER_CROSSWALK, FED_CONGRESS_LEGISLATORS, FED_FEC_API, FED_FEC_INDIV_CONTRIBUTIONS, FED_USASPENDING_ASSISTANCE_FULL +42	MONEY PEOPLE	who repeats: the people named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of people on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
