idea_id,bucket,source_ids,source_names,domain,title,idea,chart_shape,key_fields,join_key,time_axis,geo_grain,harm_angle,strength,rigor,caveat
V0069,single,uk_companies_house_psc,UK_COMPANIES_HOUSE_PSC,corporate registry,Control declared then ceased,"Timeline of notified-on against ceased-on dates, showing how quickly control is transferred and which companies churn controllers fastest.",timeline,notified_on|ceased_on|company_number|natures_of_control,,yes,international,Rapid controller churn immediately before a company fails is how liability gets handed to someone with nothing to seize.,high,plausible-from-metadata,Dates parsed permissively from text; ceased_on is null for live entries by design; truncated sample.
V0070,single,INT_GLEIF_RR,GLEIF Level 2 Relationship Records,corporate structure,Corporate Ownership Trees,"Network graph of parent-child ownership relationships, letting a viewer expand any company into its full tree and see how many layers sit between a brand and its ultimate owner.",network,relationship_start_node_node_id|relationship_end_node_node_id|relationship_relationship_type|relationship_relationship_status,,no,international,Deep ownership layers are how a company puts distance between the harm it causes and the people who profit from it.,high,plausible-from-metadata,Column names are flattened JSON path strings; whether both node ids are actually populated identifiers is unverified.
V0071,single,INT_GLEIF_RR,GLEIF Level 2 Relationship Records,corporate structure,Ownership Percentage Where Disclosed,"Distribution of ownership quantifier amounts by measurement method, showing how often a stake size is actually disclosed versus left as a bare relationship.",distribution,relationship_quantifiers_1_quantifier_amount|relationship_quantifiers_1_measurement_method|relationship_quantifiers_1_quantifier_units,,no,international,Undisclosed stake sizes mean nobody outside can tell who really controls a firm.,high,plausible-from-metadata,Five numbered quantifier slots suggest most are empty; slot 1 fill rate unverified.
V0072,single,INT_GLEIF_RR,GLEIF Level 2 Relationship Records,corporate structure,Relationships That Lapsed,"Timeline of relationship period start and end dates, highlighting relationships whose registration went stale or whose renewal date has passed.",timeline,relationship_period_1_start_date|relationship_period_1_end_date|registration_registration_status|registration_next_renewal_date,,yes,international,A lapsed ownership record is an ownership chain that quietly disappears from the public register.,medium,plausible-from-metadata,Five period slots with different period_type meanings; picking slot 1 may be the wrong period.
V0073,single,INT_GLEIF_RR,GLEIF Level 2 Relationship Records,corporate structure,Who Validates the Ownership Claims,"Ranked bars of the managing registrars by number of relationships and by validation evidence type, exposing which registrars accept the weakest documentation.",ranked bars,registration_managing_lou|registration_validation_sources|registration_validation_documents|relationship_relationship_status,,no,international,"If a registrar rubber-stamps ownership claims, every downstream investigation inherits the lie.",high,plausible-from-metadata,Validation source vocabulary is a code list not shown in the model.
V0074,single,fed_bjs_data,BJS Data Collections and APIs,crime,Who reports and who does not,Heatmap grid of victim race and household income against whether the crime was reported to police. Shows which victims quietly absorb crime rather than calling.,heatmap grid,RACE_ETHNICITY|HINCOME1|NOTIFY|NEWOFF,,no,none,"Victims who never report get no investigation, no services, and no place in official crime counts.",high,plausible-from-metadata,"Only 1,000 rows in the mart so cells will be thin; survey weights must be applied."
V0075,single,fed_bjs_data,BJS Data Collections and APIs,crime,Injury without treatment,"Ranked bars of the share of injured victims who received no medical treatment, broken out by income band and age group.",ranked bars,INJURY|SERIOUS|TREATMENT|HINCOME1|AGER,,no,none,"Poor victims are hurt and then go untreated, compounding the harm.",high,plausible-from-metadata,Small sample; treatment coding may collapse several categories.
V0076,single,fed_bjs_data,BJS Data Collections and APIs,crime,Weapon type and the victim it finds,"Dot plot of weapon category against victim demographics, sized by seriousness of the resulting injury.",dot plot,WEAPCAT|WEAPON|SERIOUSVIOLENT|SEX|AGER|RACE,,no,none,Shows which people are on the receiving end of armed violence.,medium,plausible-from-metadata,1000-row extract may not be nationally representative without weights.
V0077,single,fed_bjs_data,BJS Data Collections and APIs,crime,Victim services reached almost nobody,"Distribution of victim-service receipt across offense types and locality, exposing how rarely support services actually touch victims.",distribution,VICSERVICES|NEWCRIME|LOCALITY|POPSIZE,,no,national,A victim-services system that reaches a tiny fraction of victims is a promise on paper only.,high,plausible-from-metadata,Extract size; unclear whether the field distinguishes offered from received.
V0078,single,fed_fbi_cde,FBI Crime Data Explorer State Crime Estimates,crime,Clearance rate gap by offense and state,Heatmap grid of state against offense with color as clearance rate. Dark rows are offenses that essentially never get solved anywhere.,heatmap grid,state|offense|clearances|offenses|clearance_rate_per_100k,,yes,state,Victims of never-cleared offenses get no resolution at all.,high,plausible-from-metadata,Monthly clearance divided by monthly offenses is approximate; clearances can belong to prior-month offenses.
V0079,single,fed_fbi_cde,FBI Crime Data Explorer State Crime Estimates,crime,Forty years of offense rates by state,"Small multiples, one panel per state, of the offense rate per 100k over the full monthly series back to 1985. Divergent state trajectories jump out from the national story.",small multiples,state|month_date|offense_rate_per_100k|offense,,yes,state,State-level divergence shows where policy choices actually changed who gets victimized.,high,plausible-from-metadata,Reporting-agency participation changed a lot over four decades; breaks may be artefacts.
V0080,single,fed_fbi_cde,FBI Crime Data Explorer State Crime Estimates,crime,Seasonality of violence,"Cohort grid of month-of-year against year with color as offense rate, revealing the summer peak and whether it is intensifying.",cohort grid,month|month_date|offenses|offense,,yes,national,Predictable seasonal peaks are a staffing and prevention question nobody funds for.,medium,plausible-from-metadata,Mixing offense categories will wash out the pattern unless faceted.
V0081,single,fed_fbi_cde,FBI Crime Data Explorer State Crime Estimates,crime,Where clearance collapsed fastest,"Slope chart of clearance rate at an early period versus the most recent period, one line per state, ordered by decline.",slope chart,state|clearance_rate_per_100k|month_date|offense,,yes,state,States where clearance collapsed have left a growing pool of victims with no case outcome.,high,plausible-from-metadata,Endpoint choice drives the story; reporting coverage differences distort the comparison.
V0082,single,fed_fbi_nics_checks,FBI NICS Firearm Background Checks,crime,Check volume by state and month,"Heatmap grid of state rows against monthly columns since 1998, color as total checks. Panic spikes after national events show up as vertical stripes.",heatmap grid,state|month|totals|handgun|long_gun,,yes,state,"Surge months are when guns enter homes fastest, ahead of any policy response.",high,plausible-from-metadata,Checks are not sales; no population column in this table for a true per-capita rate.
V0083,single,fed_fbi_nics_checks,FBI NICS Firearm Background Checks,crime,Permit rechecks are eating the totals,"Stacked timeline of check-type composition, showing how much of the headline total is permit and permit-recheck rather than an actual transfer.",timeline,month|permit|permit_recheck|handgun|long_gun|totals,,yes,national,Miscounting rechecks as sales distorts every public argument about gun availability.,high,plausible-from-metadata,Some states report permits in bulk which creates artificial cliffs.
V0084,single,fed_fbi_nics_checks,FBI NICS Firearm Background Checks,crime,Pawn redemptions as an economic stress signal,"Timeline of prepawn versus redemption checks, which track people pawning and reclaiming guns. Rising prepawn relative to redemption is a household-distress indicator.",timeline,month|prepawn_handgun|prepawn_long_gun|redemption_handgun|redemption_long_gun,,yes,state,Pawning a firearm is a marker of acute household financial distress.,wild,plausible-from-metadata,Only some states report pawn categories; many zeros are non-reporting not zero activity.
