id,subject,tier,title,question,why_it_matters,tables,joins_on,visual,status,matches,notes,needs,watch_out,probe,rows,time_window,effort
v1-87,FINANCE,walk,Registered foreign lobbyists,Do they also personally donate to U.S. political campaigns?,Foreign influence question,FED_FARA_BULK|FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,,,not started,,,"FEC indiv now 14 cycles, 2000-2026, 283.8M rows","no query run yet, treat any first number as unverified",reports/politics_probe_2026-09-05/87_fara_agents_donating,"84,394,012",registration window,Medium — first probe query needed
v1-91,FINANCE,walk,Members of Congress,"Do they buy a stock, then introduce a bill that helps it?",A more specific insider-trading pattern,FINANCE__FED_SENATE_STOCK_WATCHER|FED_GOVINFO_BILLSTATUS|FED_GOVINFO_BILL_COSPONSORS,,,not started,v2-Senators trading in what they oversee,,"nothing on data. bills 113-119, senate trades to 2026, and house trade lines all landed. house PTR is 27,286 rows over 3,109 filings as of 2026-09-07","no query run yet, treat any first number as unverified",reports/politics_probe_2026-09-05/91_trade_then_bill,"412,557",90-day window,Medium — first probe query needed
v1-92,FINANCE,walk,Congressional offices,Does office spending go to vendors who are also campaign donors?,Would show taxpayer money looping back to donors,FED_HOUSE_DISBURSEMENTS|FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,,,not started,,,FEC indiv is 2023-26 only,"no query run yet, treat any first number as unverified",reports/politics_probe_2026-09-05/92_office_money_to_donors,"89,086,588",by quarter,Medium — first probe query needed
v2-233,FINANCE,walk,Auditor against filer size,"Do the Big Four audit all the big filers, and who audits the rest?",Catalog item 22.,FINANCE__FED_PCAOB_FORM_AP_FILINGS|FINANCE__FED_SEC_EDGAR_FINANCIALS,CIK,other,not started,,,,,,,,
v2-234,FINANCE,walk,Insider filings against company size,Which companies file the most insider trades per dollar of size?,Catalog item 23.,FINANCE__FED_SEC_EDGAR_INSIDERS|FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE,CIK,other,not started,,,,,,,,
v2-235,FINANCE,walk,13F holdings per manager,"Which managers hold the most positions, and how did that change?",Catalog item 24.,FINANCE__FED_SEC_13F_SUBMISSION|FINANCE__FED_SEC_13F_FILERS,CIK,ranking,not started,,,,,,,,
v2-236,FINANCE,walk,Injuries at public companies,Which public companies report the most workplace injuries?,"Catalog item 25, thin.",LABOR__FED_OSHA_ITA_300A_SUMMARY_2024|FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE,CIK~EIN,ranking,not started,,"CIK~EIN matches 2 to 16 percent. Sample, never a rate.",,,,,,
v2-237,FINANCE,walk,Mortgage lenders by global ID,Which lenders in the mortgage file are subsidiaries of which parents?,Catalog item 55.,HOUSING__FED_CFPB_HMDA_HISTORIC|ECONOMICS__INTL_GLEIF,LEI,other,not started,,Historic HMDA uses old lender ID; use the crosswalk.,,,,,,
v2-238,FINANCE,walk,Branches against FHLB membership,Do FHLB members hold more branches per county?,"Catalog item 57, no edges yet.",FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS|FINANCE__FED_FHFA_FHLB_MEMBERSHIP,FDIC_CERT,other,not started,,"Key in keyset, zero edges.",,,,,,
v2-239,FINANCE,walk,13F positions by issuer,Which issuers are held by the most managers?,"Catalog item 56, no edges yet.",FINANCE__FED_SEC_13F_SUBMISSION|FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE,CUSIP bridge,ranking,not started,,FTD_CUSIP_BRIDGE named in catalog but not in the inventory. Not a catalog key; lookup or unproven.,,,,,,
v2-240,FINANCE,walk,Senators and insiders trading the same stock,Did a senator trade a stock the same week its insiders did?,Two disclosure regimes on one timeline.,FINANCE__SENATE_TRADES|FINANCE__FED_SEC_INSIDER_NONDERIV_TRANS|FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE,ticker,timeline,not started,,Ticker not a catalog key.,,,,,,
v1-81,FINANCE,run,Company pension plans that collapse onto the government,Did executives sell their own stock right before the collapse?,Would show executives cashing out while workers' pensions failed,LABOR__FED_PBGC_TRUSTEED_PLANS|FED_DOL_FORM5500_FULL|FINANCE__FED_SEC_DERA_SUB_2026Q1|FINANCE__FED_SEC_INSIDER_NONDERIV_TRANS,,,not started,,,,"no query run yet, treat any first number as unverified",,"6,983,857",termination year,Medium — first probe query needed
v2-241,FINANCE,run,"One public company, every table","For one CIK: filings, insiders, holders, auditor, injuries, EPA sites?",The company card.,FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE|FINANCE__FED_SEC_EDGAR_FINANCIALS|FINANCE__FED_SEC_INSIDER_NONDERIV_TRANS|FINANCE__FED_SEC_13F_SUBMISSION|FINANCE__FED_PCAOB_FORM_AP_FILINGS|LABOR__FED_OSHA_ITA_300A_SUMMARY_2024|ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,"CIK, CIK~EIN",other,not started,,"CIK: 19 tables, 128 edges. Cross-key legs are thin.",,,,,,
v2-242,ECONOMICS,crawl,County wages by industry,"Which counties pay best in each industry, and where did wages stall?",3.6M rows to one map.,ECONOMICS__FED_BLS_QCEW,single table,map,not started,,,,,,,,
v2-243,ECONOMICS,crawl,Federal jobs share by county,Which counties depend most on federal employment?,Ownership column splits federal from private.,ECONOMICS__FED_BLS_QCEW,single table,map,not started,,,,,,,,
v2-244,ECONOMICS,crawl,OSHA inspections by industry,"Which industries get inspected most, and find the most violations?",5.2M inspections.,ECONOMICS__FED_DOL_OSHA_INSPECTIONS,single table,ranking,not started,,,,,,,,
v2-245,ECONOMICS,crawl,The 2008 bank failure wave,"When did banks fail, how big, and what did it cost the insurance fund?",A timeline with a wall in 2009.,ECONOMICS__FED_FDIC_FAILED_BANKS,single table,timeline,not started,,,,,,,,
v2-246,ECONOMICS,crawl,Foreign aid flow,Which agencies send how much to which countries?,Agency to country sankey.,ECONOMICS__FED_FOREIGNASSISTANCE,single table,flow,not started,,,,,,,,
v2-247,ECONOMICS,crawl,Nonprofits per resident,"Which counties have the most nonprofits per person, by category?",Two million orgs on a map.,ECONOMICS__FED_IRS_BMF|CORPORATE_ENTITIES__IRS_BMF_BY_STATE_NTEE_AGG,"stack, same shape",map,not started,,State rollup in PUBLIC.,,,,,,
v2-248,ECONOMICS,crawl,The auto-revocation wave,"How many nonprofits lost status per year, and how many came back?","1.2M revocations, one spike.",ECONOMICS__FED_IRS_AUTO_REVOCATIONS|CORPORATE_ENTITIES__IRS_REVOCATION_BY_STATE_YEAR_AGG,"stack, same shape",timeline,not started,,"Several tables shown side by side, no join. If a join is wanted, it is not in the catalog.",,,,,,
v2-249,ECONOMICS,crawl,"Failed pensions, who got hurt","Which sponsors' pension plans failed, and how many participants?",Company names next to headcounts.,ECONOMICS__FED_PBGC_TRUSTEED_PENSION_PLANS|LABOR__FED_PBGC_TRUSTEED_PLANS,"stack, same shape",ranking,not started,,"Two tables, same subject.",,,,,,
v2-250,ECONOMICS,crawl,SBA loan default rate by lender,Which lenders' SBA loans default most?,Default flag exists.,ECONOMICS__FED_SBA_LOANS,single table,ranking,not started,,,,,,,,
v2-251,ECONOMICS,crawl,"PPP loans, jobs claimed per dollar",Which borrowers claimed the fewest jobs per loan dollar?,"Pandemic money, itemized.",ECONOMICS__FED_SBA_PPP|ECONOMICS__FED_SBA_PPP_LOANS_150K_PLUS,"stack, same shape",other,not started,,150K+ table has franchise and forgiveness columns.,,,,,,
v2-252,ECONOMICS,crawl,PPP by franchise,Which franchise brands' locations took the most PPP money?,Brand names.,ECONOMICS__FED_SBA_PPP_LOANS_150K_PLUS,single table,ranking,not started,,,,,,,,
v2-253,ECONOMICS,crawl,Federal contracts by agency and industry,"Which agencies buy what, and how concentrated are vendors?",6.3M contract actions.,ECONOMICS__FED_USASPENDING_CONTRACTS|SPENDING_BUDGET__USASPENDING_BY_AGENCY_NAICS_AGG,"stack, same shape",other,not started,,Rollups in PUBLIC.,,,,,,
v2-254,ECONOMICS,crawl,Contract dollars per state,Which states get the most federal contract money per resident?,Map with population.,SPENDING_BUDGET__USASPENDING_BY_AGENCY_STATE_AGG|DIM_STATE,state code,map,not started,,Not a catalog key; lookup or unproven.,,,,,,
v2-255,ECONOMICS,crawl,National debt every day,"How did the debt move day by day, public versus intragovernmental?","One line, every day.",ECONOMICS__FED_TREASURY_DEBT_TO_PENNY,single table,timeline,not started,,,,,,,,
v2-256,ECONOMICS,crawl,The government's daily cash,What does the Treasury take in and pay out each day?,Daily ledger as a rhythm chart.,ECONOMICS__FED_TREASURY_DTS_DEPOSITS,single table,timeline,not started,,,,,,,,
v2-257,ECONOMICS,crawl,Interest the government pays,How did the average rate on each security type move?,Rates by type over time.,ECONOMICS__FED_TREASURY_AVG_INTEREST_RATES,single table,timeline,not started,,,,,,,,
v2-258,ECONOMICS,crawl,Tax receipts by category,Which receipt categories rose and fell month to month?,"Monthly, with last-year comparison.",ECONOMICS__FED_TREASURY_MTS_RECEIPTS,single table,timeline,not started,,,,,,,,
v2-259,ECONOMICS,crawl,Company registrations by country,Which countries register the most legal entities?,3.4M entities.,ECONOMICS__INTL_GLEIF,single table,map,not started,,,,,,,,
v2-260,ECONOMICS,crawl,Why companies will not name their parent,What reasons do companies give for not reporting their parent?,"6.3M refusals, a handful of reasons.",ECONOMICS__INTL_GLEIF_REPEX,single table,ranking,not started,,,,,,,,
v2-261,ECONOMICS,crawl,Corporate family trees,Which parents have the most subsidiaries?,A tree graph.,ECONOMICS__INTL_GLEIF_RELATIONSHIPS,single table,flow,not started,,,,,,,,
v2-262,ECONOMICS,crawl,Hunger by country,Which countries' food insecurity worsened?,FAO and IPC on one map.,ECONOMICS__INTL_FAO_FAOSTAT_FOOD_SECURITY|ECONOMICS__INTL_IPC_FOOD_INSECURITY_GLOBAL,country + year,map,not started,,Not a catalog key; lookup or unproven.,,,,,,
v2-263,ECONOMICS,crawl,Inequality by country,Which countries' Gini rose most?,OWID series.,ECONOMICS__XC_OWID_GINI,single table,timeline,not started,,,,,,,,
v2-264,ECONOMICS,crawl,Retirement plans by assets,"Which sponsors hold the biggest plans, and how much do they pay out?",Form 5500.,ECONOMICS__FED_DOL_FORM5500,single table,ranking,not started,,,,,,,,
v2-265,ECONOMICS,crawl,Audit findings on grant money,"Which grantees had material weaknesses, and how much did they spend?",Single audits.,ECONOMICS__FED_FAC_SINGLE_AUDIT,single table,ranking,not started,,,,,,,,
v1-114,ECONOMICS,walk,Workplaces with rising injury rates,Are they going uninspected for years at a time?,Would show safety regulators missing obvious warning signs,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024|ECONOMICS__FED_DOL_OSHA_INSPECTIONS|ECONOMICS__FED_BLS_QCEW,,,not started,,,,"no query run yet, treat any first number as unverified",,"9,214,469",three years,Medium — first probe query needed
v1-118,ECONOMICS,walk,Banks that make small business loans,Do the ones with the worst loan losses also have enforcement actions against them?,Would show risky lenders getting away with it,ECONOMICS__FED_SBA_LOANS|JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS|FINANCE__FED_FDIC_BANK_DATA,,,part done,,,"SBA lender name to FDIC cert bridge (SBA loans carry LENDER_NAME + LENDER_STATE, no cert)","Orders landed 2026-09-07 (10,838, one row per order, cert on 97.5%). ORDER_ID is the key, not DOCKET_NUMBER (8,302 distinct). CERT_NUMBER reads 'N/A' on 183 rows, use try_to_number. ORDER_TYPE is a semicolon list on combined orders, use LIKE. SBA side has no cert: lender name + state to the FDIC directory is the bridge, and generic bank names collide.",reports/dead_ends_build_C_fdic_orders_2026-09-07.md,"2,185,354",orders 1975-2026 (thin before 1990; 23 undated); SBA loans by year,Medium — name match SBA lender to FDIC directory first
v1-128,ECONOMICS,walk,Home loan banks and their member banks,Were failed banks still active members right up until they collapsed?,Would question the system's early warning ability,FINANCE__FED_FHFA_FHLB_MEMBERSHIP|ECONOMICS__FED_FDIC_FAILED_BANKS,,,part done,,,,"Partially checked, one piece of the puzzle is a dead end",,"9,911",at failure,Skip — already ruled out
v1-80,ECONOMICS,walk,Companies whose own auditors doubt they can survive,Do they still keep winning government contracts?,Would show the government not checking a known red flag,ECONOMICS__FED_FAC_SINGLE_AUDIT|FED_USASPENDING_CONTRACTS_FULL_R2,,,not started,v2-Banned vendors still getting contracts,,,"no query run yet, treat any first number as unverified",,"93,565,062",after FY end,Medium — first probe query needed
v1-E64,ECONOMICS,walk,Government grant recipients flagged for weak financial controls,Does the money keep flowing to them anyway?,Would show oversight failing in real time,ECONOMICS__FED_FAC_SINGLE_AUDIT|FED_USASPENDING_ASSISTANCE_FULL,,,found a little,,,,"Modest signal, but the data only covers a few months",,"20,314,517",capped table,"Medium — partial run, needs finishing"
v1-E65,ECONOMICS,walk,Nonprofits that lost their tax-exempt status,Were they still getting paid after losing it?,Would be a rules violation,ECONOMICS__FED_IRS_REVOCATION|FED_USASPENDING_ASSISTANCE_FULL,,,nothing there,,,,false alarm,,"21,090,245",dated,"Medium — partial run, needs finishing"
v2-266,ECONOMICS,walk,E-filings per nonprofit against assets,Do bigger nonprofits file more?,Catalog item 11.,ECONOMICS__FED_IRS_990_EFILE_INDEX|ECONOMICS__FED_IRS_BMF,EIN,other,not started,,,,,,,,
v2-267,ECONOMICS,walk,Revocations against active nonprofits,Which states lose the most nonprofits per active one?,Catalog item 12.,ECONOMICS__FED_IRS_REVOCATION|ECONOMICS__FED_IRS_BMF,EIN,map,not started,,,,,,,,
v2-268,ECONOMICS,walk,Deductible against total,What share of nonprofits per subsection can take deductible gifts?,Catalog item 13.,ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES|ECONOMICS__FED_IRS_BMF,EIN,other,not started,,,,,,,,
v2-269,ECONOMICS,walk,Injuries per employer against industry peers,Which employers injure far more than their industry?,Catalog item 14.,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023|LABOR__FED_OSHA_ITA_300A_SUMMARY_2024|LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,"EIN, NAICS",ranking,not started,,NAICS is a code lookup. Not a catalog key; lookup or unproven.,,,,,,
v2-270,ECONOMICS,walk,Federal money against nonprofit revenue,Which nonprofits live almost entirely on federal grants?,Catalog item 15.,ECONOMICS__FED_FAC_SINGLE_AUDIT|ECONOMICS__FED_IRS_BMF,EIN,ranking,not started,,,,,,,,
v2-271,ECONOMICS,walk,Contract vendors who also get grants,Which vendors take both contract and assistance money?,Catalog item 17.,ECONOMICS__FED_USASPENDING_CONTRACTS|ECONOMICS__FED_FAC_SINGLE_AUDIT,UEI,other,not started,,"UEI match 10 to 80 percent, sparse.",,,,,,
v2-272,ECONOMICS,walk,NIH grants against SBIR awards,Which small companies win both NIH and SBIR money?,Catalog item 19.,SCIENCE_RESEARCH__FED_NIH_REPORTER|SCIENCE_RESEARCH__FED_SBIR_STTR_AWARDS,UEI,other,not started,,,,,,,,
v2-273,ECONOMICS,walk,Banned vendors still getting contracts,Did any excluded vendor receive a contract after exclusion?,Catalog item 20.,PROCUREMENT__FED_SAM_EXCLUSIONS|ECONOMICS__FED_USASPENDING_CONTRACTS,UEI / DUNS,timeline,not started,v1-15|v1-E49|v1-E66|v1-80,,,,,,,
v2-274,ECONOMICS,walk,Hospital nonprofits: pay against assets,Do bigger hospital nonprofits pay executives more per asset dollar?,EIN links the pay table to the master list.,HEALTH__HOSPITAL_OFFICER_PAY|ECONOMICS__FED_IRS_BMF,EIN,other,not started,,,,,,,,
v2-275,ECONOMICS,walk,PPP borrowers with OSHA injuries,Did the biggest PPP borrowers also report the most injuries?,Fuzzy name-and-zip match.,ECONOMICS__FED_SBA_PPP_LOANS_150K_PLUS|LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,NAME@ZIP,other,not started,,NAME@ZIP is fuzzy. Multi-word names only.,,,,,,
v1-123,ECONOMICS,run,U.S. banks and polluters with unclear corporate parents,Who's the real parent company hiding behind them?,Would unmask ownership nobody discloses,ECONOMICS__INTL_GLEIF_REPEX|ECONOMICS__INTL_GLEIF|HOUSING__FED_CFPB_HMDA_ARID2017_LEI_XREF|ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,,,not started,,,,"no query run yet, treat any first number as unverified",,"15,001,221",current,Medium — first probe query needed
v2-276,ECONOMICS,run,"One nonprofit, every table","For one EIN: master record, filings, revocations, audits, federal money, officer pay?",EIN is a steel key.,ECONOMICS__FED_IRS_BMF|ECONOMICS__FED_IRS_990_EFILE_INDEX|ECONOMICS__FED_IRS_REVOCATION|ECONOMICS__FED_FAC_SINGLE_AUDIT|ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES|HEALTH__HOSPITAL_OFFICER_PAY,EIN,other,not started,,"EIN: 34 tables, 366 edges.",,,,,,
v2-277,ECONOMICS,run,Federal money by county,"Contracts, PPP, SBA, grants, FEMA, relief: dollars per resident per county?",Where the money lands.,ECONOMICS__FED_USASPENDING_CONTRACTS|ECONOMICS__FED_SBA_PPP|ECONOMICS__FED_SBA_LOANS|HEALTH__FED_HRSA_PROVIDER_RELIEF_FUND|HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS|DIM_COUNTY,FIPS,map,not started,,Zip to county via XWALK_ZCTA_COUNTY where needed.,,,,,,
v2-278,TIMELINE,crawl,What years the warehouse actually covers,"Which subjects have data for which years, and where are the holes?",A heatmap of the shelf itself.,TIMELINE__HEALTH_INDEX|TIMELINE__POLITICS_INDEX|TIMELINE__ENVIRONMENT_INDEX|TIMELINE__JUSTICE_INDEX|TIMELINE__FINANCE_INDEX|TIMELINE__ECONOMICS_INDEX|TIMELINE__TRANSPORT_INDEX|TIMELINE__LABOR_INDEX|TIMELINE__HOUSING_INDEX|TIMELINE__IMMIGRATION_INDEX|TIMELINE__CORPORATE_REGISTRY_INDEX,date,other,not started,,"Same date axis. Meta chart, not source data. Not a catalog key; lookup or unproven.",,,,,,
v2-279,TIMELINE,crawl,Which tables have a usable date,"How many tables carry a date, at what granularity?",The registry is a shape chart.,RIPPLE_TIME_REGISTRY,single table,other,not started,,Internal bookkeeping.,,,,,,
v2-280,TIMELINE,run,Everything that happened on one day,"For a chosen date: every record across subjects, on one strip?",The warehouse as a newspaper.,REFERENCE__CALENDAR|TIMELINE__POLITICS_INDEX|TIMELINE__JUSTICE_INDEX|TIMELINE__HEALTH_INDEX|TIMELINE__ENVIRONMENT_INDEX|TIMELINE__FINANCE_INDEX,date,timeline,not started,,Not a catalog key; lookup or unproven.,,,,,,
v2-281,REFERENCE,crawl,The tree of life,How do 993K species entries nest from kingdom down?,A sunburst of everything named.,REFERENCE__FED_ITIS_TAXONOMIC_UNITS|REFERENCE__FED_ITIS_HIERARCHY,"stack, same shape",other,not started,,"Several tables shown side by side, no join. If a join is wanted, it is not in the catalog.",,,,,,
v2-282,REFERENCE,crawl,Common names in many languages,"Which species have the most common names, in which languages?",Names are stories.,REFERENCE__FED_ITIS_VERNACULARS,single table,ranking,not started,,,,,,,,
v2-283,REFERENCE,crawl,"Native or introduced, by state",Which states have the most introduced species listed?,A map of invaders.,REFERENCE__FED_ITIS_JURISDICTION,single table,map,not started,,,,,,,,
v2-284,REFERENCE,crawl,Rejected species names,How many old names point to each accepted one?,"Science changing its mind, counted.",REFERENCE__FED_ITIS_SYNONYM_LINKS,single table,ranking,not started,,,,,,,,
v2-285,REFERENCE,crawl,Place names of America,"Which names repeat most across the country, and where?","1.2M names, one search box.",REFERENCE__FED_USGS_GNIS_ALL_NAMES,single table,map,not started,,Historical and variant names included.,,,,,,
v2-286,REFERENCE,crawl,"Global news events, toned","Which country pairs generate the most news events, and how negative?",A GDELT sample.,REFERENCE__INTL_GDELT,single table,other,not started,,"1,015 rows only.",,,,,,
v2-287,REFERENCE,crawl,Research organizations of the world,"Where are the universities and labs, by type?",135K orgs on a map.,REFERENCE__XC_ROR_RESEARCH_ORGANIZATIONS,single table,map,not started,,,,,,,,
v2-288,REFERENCE,crawl,Fertility by country,Which countries fell below replacement and when?,A world map crossing a line.,REFERENCE__XC_OWID_FERTILITY,single table,timeline,not started,,,,,,,,
v2-289,REFERENCE,crawl,County shapes and water,Which counties are mostly water?,A geometry oddity chart.,REFERENCE__CENSUS_CB_COUNTY,single table,map,not started,,,,,,,,
v2-290,ENERGY,crawl,Power plants by fuel and age,"When were plants built, by fuel, and when do they retire?",A generation-by-generation chart.,ENERGY__FED_EIA860_3_1_GENERATOR,single table,timeline,not started,,Operating and planned retirement dates.,,,,,,
v2-291,ENERGY,crawl,Coal retirements on a map,"Which coal generators are scheduled to retire, and where?",Retirement dates as a countdown.,ENERGY__FED_EIA860_3_1_GENERATOR|ENERGY__FED_EIA860_2_PLANT,EIA_PLANT_ID,map,not started,,"EIA keys in keyset, zero edges.",,,,,,
v2-292,ENERGY,crawl,Wind turbines getting taller,How did hub height and capacity grow by install year?,A physical fact people can picture.,ENERGY__FED_EIA860_3_2_WIND,single table,timeline,not started,,,,,,,,
v2-293,ENERGY,crawl,Solar tracking share,"What share of solar generators track the sun, by state and year?",Technology adoption as a map.,ENERGY__FED_EIA860_3_3_SOLAR,single table,map,not started,,,,,,,,
v2-294,ENERGY,crawl,Battery storage boom,"How fast did grid battery capacity grow, and what is it used for?",A hockey stick.,ENERGY__FED_EIA860_3_4_ENERGY_STORAGE,single table,timeline,not started,,,,,,,,
v2-295,ENERGY,crawl,Who owns the generators,Which owners hold the most capacity through partial stakes?,Ownership shares as a treemap.,ENERGY__FED_EIA860_4_OWNER,single table,other,not started,,,,,,,,
v2-296,ENERGY,crawl,Smart meters by utility,"Which utilities have rolled out smart meters, and which have not?","Old versus new meters, per utility.",ENERGY__FED_EIA861_ADVANCED_METERS,single table,ranking,not started,,,,,,,,
v2-297,ENERGY,crawl,Outage minutes by utility,Whose customers lose power most often and longest?,Reliability ranking.,ENERGY__FED_EIA861_RELIABILITY,single table,ranking,not started,,,,,,,,
v2-298,ENERGY,crawl,Rooftop solar selling back,Which states have the most net-metered solar and paired batteries?,"Customer-owned power, mapped.",ENERGY__FED_EIA861_NET_METERING,single table,map,not started,,,,,,,,
v2-299,ENERGY,crawl,Who serves which county,"Which utility serves each county, and which counties have several?",Service territory map.,ENERGY__FED_EIA861_SERVICE_TERRITORY|DIM_COUNTY,FIPS,map,not started,,,,,,,,
v2-300,ENERGY,crawl,Revenue per customer,Which utilities charge the most per residential customer?,Sales table split by sector.,ENERGY__FED_EIA861_SALES_ULT_CUST,single table,ranking,not started,,,,,,,,
v2-301,ENERGY,crawl,Energy efficiency spend,"Which utilities spend most on efficiency, and save most?",Savings per dollar.,ENERGY__FED_EIA861_ENERGY_EFFICIENCY|ENERGY__FED_EIA861_DEMAND_RESPONSE,"stack, same shape",ranking,not started,,"Several tables shown side by side, no join. If a join is wanted, it is not in the catalog.",,,,,,
v2-302,ENERGY,crawl,World electricity mix,Which countries' generation shifted most toward renewables?,"Ember data, one stacked area per country.",ENERGY__INTL_EMBER_ELEC,single table,timeline,not started,,,,,,,,
v2-303,ENERGY,crawl,Boilers and their pollution rules,"Which boilers meet which emissions standards, and how?",Compliance method per boiler.,ENERGY__FED_EIA860_6_2_ENVIROEQUIP,single table,other,not started,,,,,,,,
v2-304,ENERGY,walk,Plant emissions against plant owner,Which utilities own the dirtiest fleets?,"Catalog items 34, 35.",ENVIRONMENT__FED_EPA_EGRID_PLANT_2022|ENERGY__FED_EIA860_2_PLANT|ENERGY__FED_EIA860_1_UTILITY,EIA_PLANT_ID / UTILITY_ID,ranking,not started,v1-140,Zero edges yet.,,,,,,
v2-305,ENERGY,walk,Outages against smart meters,Do utilities with more smart meters report fewer outages?,"Two EIA-861 tables, same utility ID.",ENERGY__FED_EIA861_RELIABILITY|ENERGY__FED_EIA861_ADVANCED_METERS,UTILITY_ID,other,not started,v1-141,Zero edges yet.,,,,,,
v1-141,ENERGY,run,Power utility companies,Do the ones with the worst storm outages also charge the highest rates?,Would show customers paying more for worse service,ENERGY__FED_EIA861_RELIABILITY|ENERGY__FED_EIA861_SERVICE_TERRITORY|ENVIRONMENT__FED_NOAA_STORM_EVENTS|ENERGY__FED_EIA861_SALES_ULT_CUST,,,not started,v2-Outages against smart meters,,,"no query run yet, treat any first number as unverified",,"1,796,291",by year,Medium — first probe query needed
v2-306,ENERGY,run,"One utility, every table","For one utility: plants, generators, customers, outages, meters, territory?",The utility card.,ENERGY__FED_EIA860_1_UTILITY|ENERGY__FED_EIA860_2_PLANT|ENERGY__FED_EIA860_3_1_GENERATOR|ENERGY__FED_EIA861_SALES_ULT_CUST|ENERGY__FED_EIA861_RELIABILITY|ENERGY__FED_EIA861_SERVICE_TERRITORY|ENERGY__FED_EIA861_UTILITY_DATA,UTILITY_ID,other,not started,,Needs the EIA edges built first.,,,,,,
v2-307,HOUSING,crawl,Mortgage denial rate by race and county,"Where were applicants of one race denied far more than another, 2015 to 2017?","45M applications, one honest map.",HOUSING__FED_CFPB_HMDA_HISTORIC,single table,map,not started,,"Every outcome, not just approvals.",,,,,,
v2-308,HOUSING,crawl,Home prices by metro since 1975,"Which metros' prices rose most, and where did they fall?",The line everyone has an opinion on.,HOUSING__FED_FHFA_HPI,single table,timeline,not started,,,,,,,,
v2-309,HOUSING,crawl,Redlining maps,"What did the 1930s maps say about each neighborhood, in their own words?",The original descriptions are the wow.,HOUSING__FED_MAPPING_INEQUALITY,single table,map,not started,,Full text and map shape.,,,,,,
v2-310,HOUSING,crawl,Subsidized housing tenants,"Who lives in HUD housing, by income, age, disability, race, per project?",One map with demographics on hover.,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,single table,map,not started,,Negative values mean suppressed.,,,,,,
v2-311,HOUSING,crawl,Section 8 rent against market rent,Where does Section 8 pay above or below local fair-market rent?,The gap column is built in.,HOUSING__FED_HUD_MF_SECTION8_CONTRACTS,single table,map,not started,,,,,,,,
v2-312,HOUSING,crawl,Affordability restrictions expiring,How many rural subsidized units lose their restrictions each coming year?,A cliff on a timeline.,HOUSING__FED_USDA_RD_MFH_ACTIVE_PROJECTS,single table,timeline,not started,,,,,,,,
v2-313,HOUSING,crawl,FHA lenders ranked,"Which lenders write the most FHA loans, at what rates?",Lender names.,HOUSING__FED_HUD_FHA_SF_PORTFOLIO_SNAPSHOT,single table,ranking,not started,,,,,,,,
v2-314,HOUSING,crawl,Twenty-five years of FHA apartment deals,Which lenders and projects got the biggest multifamily commitments?,2001 to 2026.,HOUSING__FED_HUD_MF_FIRM_COMMITMENTS,single table,timeline,not started,,,,,,,,
v2-315,HOUSING,crawl,Flood insurance map,"Which communities are in the flood program, and how old are their maps?",Map age is a risk signal.,HOUSING__FED_FEMA_NFIP_COMMUNITY_STATUS_BOOK,single table,map,not started,v1-101|v1-96,,,,,,,
v2-316,HOUSING,crawl,Disaster housing aid by disaster,Which disasters produced the most registrations and aid dollars?,Partial load; shape only.,HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS,single table,ranking,not started,,"About 12 percent loaded, cut mid-load. Not a sample.",,,,,,
v2-317,HOUSING,crawl,Public housing authorities,"Which authorities run the most units, and how full are they?","3,787 authorities.",HOUSING__FED_HUD_PUBLIC_HOUSING_AUTHORITIES,single table,map,not started,,,,,,,,
v1-100,HOUSING,walk,Companies that win disaster relief contracts,Did they spring up right after the disaster was declared?,Would show opportunists forming shell companies to grab relief money,FED_USASPENDING_CONTRACTS_FULL_R2|HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS,,,not started,,,,"no query run yet, treat any first number as unverified",,"119,404,344",60-day window,Medium — first probe query needed
v1-127,HOUSING,walk,Bank branches in historically redlined neighborhoods,Are banks pulling branches out of those neighborhoods over time?,Would show ongoing banking abandonment of Black and Latino areas,FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS|HOUSING__FED_MAPPING_INEQUALITY,,,not started,v2-Bank deserts,,,"no query run yet, treat any first number as unverified",,"2,824,132",survey years,Medium — first probe query needed
