model,column,clock,grain,is_primary,confidence,why,overturned_from,overturn_why,evidence_file
health__fed_cms_medicare_inpatient_hospitals_by_provider,tot_cvrd_days,not_a_date,unknown,False,high,Total covered inpatient days - a count.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/health/health__fed_cms_medicare_inpatient_hospitals_by_provider.sql
health__fed_cms_medicare_inpatient_hospitals_by_provider,tot_days,not_a_date,unknown,False,high,Total inpatient days - a count.,,,
health__fed_cms_medicare_inpatient_hospitals_by_provider,bene_avg_age,not_a_date,unknown,False,high,Average beneficiary age.,,,
health__fed_cms_medicare_inpatient_hospitals_by_provider,bene_age_lt_65_cnt,not_a_date,unknown,False,high,Count of beneficiaries under 65.,,,
health__fed_cms_medicare_inpatient_hospitals_by_provider,bene_age_65_74_cnt,not_a_date,unknown,False,high,Count of beneficiaries aged 65-74.,,,
health__fed_cms_medicare_inpatient_hospitals_by_provider,bene_age_75_84_cnt,not_a_date,unknown,False,high,Count of beneficiaries aged 75-84.,,,
health__fed_cms_medicare_inpatient_hospitals_by_provider,bene_age_gt_84_cnt,not_a_date,unknown,False,high,Count of beneficiaries over 84.,,,
health__fed_cms_medicare_physician_other_practitioners_by_provider,bene_avg_age,not_a_date,unknown,False,high,Average beneficiary age.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/health/health__fed_cms_medicare_physician_other_practitioners_by_provider.sql
health__fed_cms_medicare_physician_other_practitioners_by_provider,bene_age_lt_65_cnt,not_a_date,unknown,False,high,Count of beneficiaries under 65.,,,
health__fed_cms_medicare_physician_other_practitioners_by_provider,bene_age_65_74_cnt,not_a_date,unknown,False,high,Count of beneficiaries aged 65-74.,,,
health__fed_cms_medicare_physician_other_practitioners_by_provider,bene_age_75_84_cnt,not_a_date,unknown,False,high,Count of beneficiaries aged 75-84.,,,
health__fed_cms_medicare_physician_other_practitioners_by_provider,bene_age_gt_84_cnt,not_a_date,unknown,False,high,Count of beneficiaries over 84.,,,
health__fed_cms_medicare_physician_other_practitioners_by_provider_and_servi,tot_bene_day_srvcs,not_a_date,unknown,False,high,Total beneficiary day-services - a service count.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/health/health__fed_cms_medicare_physician_other_practitioners_by_provider_and_servi.sql
health__fed_cms_medicare_provider,bene_avg_age,not_a_date,unknown,False,high,Average beneficiary age.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/health/health__fed_cms_medicare_provider.sql
health__fed_cms_medicare_provider,bene_age_lt_65_cnt,not_a_date,unknown,False,high,Count of beneficiaries under 65.,,,
health__fed_cms_medicare_provider,bene_age_65_74_cnt,not_a_date,unknown,False,high,Count of beneficiaries aged 65-74.,,,
health__fed_cms_medicare_provider,bene_age_75_84_cnt,not_a_date,unknown,False,high,Count of beneficiaries aged 75-84.,,,
health__fed_cms_medicare_provider,bene_age_gt_84_cnt,not_a_date,unknown,False,high,Count of beneficiaries over 84.,,,
health__fed_cms_nadac,effective_date,happened,day,True,high,"try_to_date; the date the surveyed acquisition price took effect, and half the declared grain key.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/health/health__fed_cms_nadac.sql
health__fed_cms_nadac,generic_effective_date,happened,day,False,high,try_to_date; effective date of the corresponding generic's price.,,,
health__fed_cms_nadac,as_of_date,reported,day,False,medium,try_to_date of the CMS file's as-of stamp - the publisher's snapshot vintage.,,,
health__fed_cms_nursing_home,date_first_approved_to_provide_medicare_and_medicaid_services,decided,day,False,high,try_to_date 'MM/DD/YYYY' in staging - CMS approving the facility.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_cms_nursing_home/stg_fed_cms_nursing_home__nursing_home_facilities.sql
health__fed_cms_nursing_home,date_of_most_recent_health_inspection,happened,day,True,high,try_to_date 'MM/DD/YYYY' - the inspection actually happened on this date; best real-world clock here.,"clock=happened, grain=day, is_primary=true, confidence=high","The column is 100% NULL in the mart, so it cannot be anyone's timeline axis. Staging casts try_to_date(DATE_OF_MOST_RECENT_HEALTH_INSPECTION,'MM/DD/YYYY') (line 49) and the mart passes it straight through, but the file was re-landed from the CMS provider-data API on 2026-08-08 (see the API-verification note in the same staging header) in ISO form, so the format-pinned cast nulls everything. Two independent scans agree: the 2026-08-11 per-column mart date scan reports min=None/max=None for ALL FIVE date columns on this table, and the census this batch is built on reports min=max=2026-08-08 07:18:30.556 — which is _INGESTED_AT, Ripple's own load stamp, the only surviving timestamp on the table. This is failure mode 1 waiting to happen: mark this primary and the only thing a downstream timeline can actually find here is our download time. Proof the source data exists: the sibling mart health__fed_nursinghome411 carries the same CMS columns populated (date_first_approved 1967-01-01..2025-12-12, rating_cycle_1 survey 2019-09-05..2025-12-10).",C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_cms_nursing_home/stg_fed_cms_nursing_home__nursing_home_facilities.sql
health__fed_cms_nursing_home,processing_date,reported,day,False,high,CMS file-processing stamp (the dedupe order key in staging) - a publication vintage.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_cms_nursing_home/stg_fed_cms_nursing_home__nursing_home_facilities.sql
health__fed_cms_nursing_home,most_recent_health_inspection_more_than_2_years_ago,not_a_date,unknown,False,high,"Y/N flag, uncast in staging.",,,
health__fed_cms_nursing_home,provider_changed_ownership_in_last_12_months,not_a_date,unknown,False,high,"Y/N flag, uncast in staging.",,,
health__fed_cms_nursing_home,average_number_of_residents_per_day,not_a_date,unknown,False,high,try_to_double of a daily census average - a rate.,,,
health__fed_cms_nursing_home,reported_nurse_aide_staffing_hours_per_resident_per_day,not_a_date,unknown,False,high,Staffing hours per resident per day - a rate.,,,
health__fed_cms_nursing_home,reported_lpn_staffing_hours_per_resident_per_day,not_a_date,unknown,False,high,Staffing rate.,,,
health__fed_cms_nursing_home,reported_rn_staffing_hours_per_resident_per_day,not_a_date,unknown,False,high,Staffing rate.,,,
health__fed_cms_nursing_home,reported_licensed_staffing_hours_per_resident_per_day,not_a_date,unknown,False,high,Staffing rate.,,,
health__fed_cms_nursing_home,reported_total_nurse_staffing_hours_per_resident_per_day,not_a_date,unknown,False,high,Staffing rate.,,,
health__fed_cms_nursing_home,total_number_of_nurse_staff_hours_per_resident_per_day_on_the_weekend,not_a_date,unknown,False,high,Weekend staffing rate; 'weekend' is not a date.,,,
health__fed_cms_nursing_home,registered_nurse_hours_per_resident_per_day_on_the_weekend,not_a_date,unknown,False,high,Weekend staffing rate.,,,
health__fed_cms_nursing_home,reported_physical_therapist_staffing_hours_per_resident_per_day,not_a_date,unknown,False,high,Staffing rate.,,,
health__fed_cms_nursing_home,case_mix_nurse_aide_staffing_hours_per_resident_per_day,not_a_date,unknown,False,high,Case-mix adjusted staffing rate.,,,
health__fed_cms_nursing_home,case_mix_lpn_staffing_hours_per_resident_per_day,not_a_date,unknown,False,high,Case-mix adjusted staffing rate.,,,
health__fed_cms_nursing_home,case_mix_rn_staffing_hours_per_resident_per_day,not_a_date,unknown,False,high,Case-mix adjusted staffing rate.,,,
health__fed_cms_nursing_home,case_mix_total_nurse_staffing_hours_per_resident_per_day,not_a_date,unknown,False,high,Case-mix adjusted staffing rate.,,,
health__fed_cms_nursing_home,case_mix_weekend_total_nurse_staffing_hours_per_resident_per_day,not_a_date,unknown,False,high,Case-mix adjusted weekend staffing rate.,,,
health__fed_cms_nursing_home,adjusted_nurse_aide_staffing_hours_per_resident_per_day,not_a_date,unknown,False,high,Adjusted staffing rate.,,,
health__fed_cms_nursing_home,adjusted_lpn_staffing_hours_per_resident_per_day,not_a_date,unknown,False,high,Adjusted staffing rate.,,,
health__fed_cms_nursing_home,adjusted_rn_staffing_hours_per_resident_per_day,not_a_date,unknown,False,high,Adjusted staffing rate.,,,
health__fed_cms_nursing_home,adjusted_total_nurse_staffing_hours_per_resident_per_day,not_a_date,unknown,False,high,Adjusted staffing rate.,,,
health__fed_cms_nursing_home,adjusted_weekend_total_nurse_staffing_hours_per_resident_per_day,not_a_date,unknown,False,high,Adjusted weekend staffing rate.,,,
health__fed_cms_nursing_home,rating_cycle_1_standard_survey_health_date,happened,day,False,high,try_to_date 'MM/DD/YYYY' in staging - the cycle-1 standard survey date.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_cms_nursing_home/stg_fed_cms_nursing_home__nursing_home_facilities.sql
health__fed_cms_nursing_home,rating_cycle_1_total_number_of_health_deficiencies,not_a_date,unknown,False,high,A deficiency count.,,,
health__fed_cms_nursing_home,rating_cycle_1_number_of_standard_health_deficiencies,not_a_date,unknown,False,high,A deficiency count.,,,
health__fed_cms_nursing_home,rating_cycle_1_number_of_complaint_health_deficiencies,not_a_date,unknown,False,high,A deficiency count.,,,
health__fed_cms_nursing_home,rating_cycle_1_health_deficiency_score,not_a_date,unknown,False,high,A weighted score.,,,
health__fed_cms_nursing_home,rating_cycle_1_number_of_health_revisits,not_a_date,unknown,False,high,A revisit count.,,,
health__fed_cms_nursing_home,rating_cycle_1_health_revisit_score,not_a_date,unknown,False,high,A weighted score.,,,
health__fed_cms_nursing_home,rating_cycle_1_total_health_score,not_a_date,unknown,False,high,A weighted score.,,,
health__fed_cms_nursing_home,rating_cycle_2_standard_health_survey_date,happened,day,False,high,try_to_date 'MM/DD/YYYY' in staging - the cycle-2 survey date.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_cms_nursing_home/stg_fed_cms_nursing_home__nursing_home_facilities.sql
health__fed_cms_nursing_home,rating_cycle_2_3_total_number_of_health_deficiencies,not_a_date,unknown,False,high,A deficiency count.,,,
health__fed_cms_nursing_home,rating_cycle_2_number_of_standard_health_deficiencies,not_a_date,unknown,False,high,A deficiency count.,,,
health__fed_cms_nursing_home,rating_cycle_2_3_number_of_complaint_health_deficiencies,not_a_date,unknown,False,high,A deficiency count.,,,
health__fed_cms_nursing_home,rating_cycle_2_3_health_deficiency_score,not_a_date,unknown,False,high,A weighted score.,,,
health__fed_cms_nursing_home,rating_cycle_2_3_number_of_health_revisits,not_a_date,unknown,False,high,A revisit count.,,,
health__fed_cms_nursing_home,rating_cycle_2_3_health_revisit_score,not_a_date,unknown,False,high,A weighted score.,,,
health__fed_cms_nursing_home,rating_cycle_2_3_total_health_score,not_a_date,unknown,False,high,A weighted score.,,,
health__fed_cms_nursing_home_deficiencies,survey_date,happened,day,True,high,try_to_date - the inspection that produced the citation; census 2002-2026 is clean.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/health/health__fed_cms_nursing_home_deficiencies.sql
health__fed_cms_nursing_home_deficiencies,correction_date,happened,day,False,medium,try_to_date - when the deficiency was corrected; also readable as the span_end of the open-citation window.,,,
health__fed_cms_nursing_home_deficiencies,inspection_cycle,not_a_date,unknown,False,high,"Cycle ordinal (1/2/3), uncast.",,,
health__fed_cms_nursing_home_deficiencies,processing_date,reported,day,False,high,CMS file-processing stamp - the row's publication vintage.,,,
health__fed_cms_nursing_home_fire_deficiencies,survey_date,happened,day,True,high,try_to_date - the fire-safety inspection date.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/health/health__fed_cms_nursing_home_fire_deficiencies.sql
health__fed_cms_nursing_home_fire_deficiencies,correction_date,happened,day,False,medium,try_to_date - when corrected; the table's 2027-05-30 census max most likely sits here.,,,
health__fed_cms_nursing_home_fire_deficiencies,inspection_cycle,not_a_date,unknown,False,high,"Cycle ordinal, not a date.",,,
health__fed_cms_nursing_home_fire_deficiencies,processing_date,reported,day,False,high,CMS file-processing stamp.,,,
health__fed_cms_nursing_home_penalties,penalty_date,decided,day,True,high,try_to_date - the date CMS imposed the fine or denial.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/health/health__fed_cms_nursing_home_penalties.sql
health__fed_cms_nursing_home_penalties,payment_denial_start_date,span_start,day,False,high,"try_to_date - start of the payment-denial period, bounded by the length-in-days column.",,,
health__fed_cms_nursing_home_penalties,payment_denial_length_in_days,not_a_date,unknown,False,high,A duration in days.,,,
health__fed_cms_nursing_home_penalties,processing_date,reported,day,False,high,CMS file-processing stamp.,,,
health__fed_cms_open_payments,date_of_payment,happened,day,True,high,"The date the manufacturer paid the doctor, but passed through UNCAST from landing - 15.4M rows of text, which is why the census measured nothing.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/health/health__fed_cms_open_payments.sql
