id_name,domain,dataset_name,url,access_shape,auth,size_class,confidence,evidence,fragmented,fragmented_exemplars,federal_aggregator,row_count_note,update_cadence_note,license_note,trap_note,critic_verdict,critic_note
FDA Disqualified / Restricted Clinical Investigators List,"Pharma, Biologics & Medical Devices",FDA Disqualified/Restricted/Assurances Lists (Clinical Investigators),https://www.fda.gov/drugs/inspections-compliance-enforcement-and-criminal-investigations/disqualified-restricted-and-assurances-lists,scrape-only,none,small,inferred,,False,,,,,,www.fda.gov 404'd to the fetch tool this session.,,
NABP e-Profile ID,"Pharma, Biologics & Medical Devices",NABP e-Profile ID (National Association of Boards of Pharmacy credentialing/licensure profile),https://nabp.pharmacy/programs/e-profile-id/,scrape-only,login,medium,inferred,,False,,,,,,"nabp.pharmacy returned HTTP 403 to the fetch tool this session. NABP is a private non-profit, not a government agency -- no free bulk dataset expected; individual profile access requires an account. It functions as a private cross-state aggregator for pharmacist/pharmacy licensure, which otherwise has no single federal source (50 separate state boards of pharmacy issue the underlying licenses NABP indexes).",,
503B Outsourcing Facility Registration,"Pharma, Biologics & Medical Devices",FDA Registered Outsourcing Facilities under Section 503B,https://www.fda.gov/drugs/human-drug-compounding/registered-outsourcing-facilities,scrape-only,none,small,inferred,,False,,,,,,www.fda.gov 404'd to the fetch tool this session.,,
National Supplier Clearinghouse (NSC) / DMEPOS Supplier Number,"Pharma, Biologics & Medical Devices",CMS National Supplier Clearinghouse DMEPOS Supplier Directory (operated by contractor Palmetto GBA),https://www.cms.gov/medicare/enrollment-renewal/providers-suppliers/national-supplier-clearinghouse-nsc,scrape-only,none,medium,inferred,,False,,yes,,,,"cms.gov, palmettogba.com (redirected to dominoapps.palmettogba.com without loading), and data.cms.gov all failed to return usable page content to the fetch tool this session (404s or a bare header).",,
De Novo Classification Number,"Pharma, Biologics & Medical Devices",FDA De Novo Classification Database (CDRH),https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfPMN/denovo.cfm,scrape-only,none,small,inferred,"""510(k) clearances, Classification, Recall enforcement reports, Adverse event reports, Premarket approval (PMA), Recalls, Registrations and listings, Unique device identifier (UDI), COVID-19 serological testing evaluations"" -- confirmed list of openFDA device endpoints, with no De Novo endpoint among them",False,,,,,,"Confirmed absent from openFDA's device API index (loaded open.fda.gov/apis/device/ directly). De Novo only lives on the accessdata.fda.gov CDRH search tool, which 404'd to the fetch tool this session -- exists per general/domain knowledge (~600+ decisions granted), not independently loaded.",,
National Health Related Item Code,"Pharma, Biologics & Medical Devices",National Health Related Item Code (NHRIC) -- legacy FDA labeler-code system,https://open.fda.gov/apis/drug/ndc/,none-found,none,unknown,not-found,"""The openFDA drug NDC Directory endpoint returns data from the NDC Directory, a database that contains information on the National Drug Code (NDC)."" Page makes no mention of NHRIC.",False,,,,,,"NHRIC was FDA's parallel labeler-code system for non-drug health-related items, phased out; current openFDA/NDC Directory documentation (loaded directly) makes no reference to it -- looked at the natural successor dataset and found nothing live.",,
FDA Import Alert Number / DWPE Red List Entry,"Pharma, Biologics & Medical Devices",FDA Import Alerts (Detention Without Physical Examination),https://www.accessdata.fda.gov/cms_ia/default.html,scrape-only,none,medium,inferred,,False,,,,,,accessdata.fda.gov 404'd to the fetch tool this session.,,
Administrative Controlled Substances Code Number,"Pharma, Biologics & Medical Devices",DEA Diversion Control Division -- Controlled Substances by CSA Schedule (Orange Book / ACSCN list),https://www.deadiversion.usdoj.gov/schedules/,bulk-file,none,small,inferred,"""REVIEW THE LIST OF CONTROLLED SUBSTANCES, EXEMPTED LISTS & DEFINITION OF CONTROLLED SUBSTANCE SCHEDULES""",False,,yes,,,,"Root deadiversion.usdoj.gov page loaded successfully and confirms the controlled-substances list exists; the deeper orangebook/index.html sub-page (where the ACSCN column itself would be visible) 404'd to the fetch tool, so the exact code-number field wasn't directly observed this session.",downgraded,"The claimed URL (deadiversion.usdoj.gov/schedules/) is DEAD -- returns a 404 'You have visited a page that has moved, or no longer exists.' The quoted evidence text ('REVIEW THE LIST OF CONTROLLED SUBSTANCES...') is real but lives on the DEA homepage as a link to schedules/schedules.html, not at the URL given. Fetched the correct URL and confirmed it hosts downloadable PDFs ('Lists of Scheduling Actions, Controlled Substances, Regulated Chemicals') organized by Controlled Substance Code Number, no login required -- so the underlying dataset and no-auth bulk-file shape are real, but as PDFs (not CSV/structured), and the row's URL needs to be fixed to .../schedules/schedules.html."
OTC Monograph Order Number,"Pharma, Biologics & Medical Devices","FDA OTC Monograph Order database (OTC Monograph Reform, section 505G / OMUFA)",https://www.accessdata.fda.gov/scripts/cder/omuf/index.cfm,scrape-only,none,small,inferred,,False,,,,,,accessdata.fda.gov 404'd to the fetch tool this session.,,
FDA Device Product Code (Classification Product Code),"Pharma, Biologics & Medical Devices",FDA Device Product Classification Database,https://open.fda.gov/apis/device/classification/,api-open,none,medium,confirmed,"""The product code assigned to a device is based upon the medical device product classification designated under 21 CFR Parts 862-892.""",False,,yes,,,,,upheld,"Confirmed the exact quoted sentence about 21 CFR Parts 862-892 appears on the page, plus context on ~1,700 device types across 16 medical specialty panels. Open API, key optional, matches claim."
RCRA Handler ID (EPA ID Number),Environment & Natural Resources,RCRAInfo — EPA's national hazardous waste handler database (Handler Reporting Universe),https://echo.epa.gov/tools/data-downloads/rcrainfo-download-summary,bulk-file,none,large,confirmed,"""RCRAInfo is the national program management and inventory system of Resource Conservation and Recovery Act (RCRA) hazardous waste handlers."" / ""Six comma-separated value (CSV) files comprise the data download.""",False,,yes,,,,,upheld,"Confirmed and strengthened. The cited page is a data-dictionary page (documents the six CSV files) but the actual download it points to works: found the real link on echo.epa.gov/tools/data-downloads -> https://echo.epa.gov/files/echodownloads/rcra_downloads.zip. Verified via curl: HTTP 200, Content-Type application/zip, 119,060,737 bytes, Last-Modified Aug 2 2026 (fresh), no auth headers required."
EPA AQS Site ID (Air Quality System monitor),Environment & Natural Resources,EPA Air Quality System (AQS) / AirData Pre-Generated Data Files,https://aqs.epa.gov/aqsweb/airdata/download_files.html,bulk-file,none,medium,confirmed,"""Pre-Generated Data Files | AirData | US EPA"" — ""large files of data intended for use by people who understand the EPA ambient air quality monitoring program and data""",False,,yes,,"""EPA updates these datasets twice yearly—in late May and November"" (per page loaded); an API (aqs.epa.gov/api) is also noted as an alternate access path.",,,upheld,"Confirmed. Page explicitly offers pre-generated, zipped CSV files by parameter/year, no login mentioned or encountered, plus a companion REST API ('The data available here is also available via an API'). Bulk-file/no-auth claim holds as stated."
National Inventory of Dams (NID) ID,Environment & Natural Resources,National Inventory of Dams (NID),https://nid.sec.usace.army.mil/,bulk-file,none,medium,confirmed,"""National Inventory of Dams & Low-Head Dams Inventory"" (page title loaded at nid.sec.usace.army.mil); mirrored on HIFLD/ArcGIS Hub with CSV/GeoJSON/KML export.",False,,yes,,,,,upheld,"Confirmed with better evidence than first pass had. WebFetch only sees the SPA's static title (Astro shell, JS-rendered), so I couldn't visually confirm the download UI, but I found and hit the real backend export endpoint directly: https://nid.sec.usace.army.mil/api/nation/csv returned HTTP 200 with no auth challenge (just a same-origin anti-abuse session cookie) and the live response body 'No export currently available. Check back in approx. 5 minutes for a new export report' -- i.e. a genuine, working, unauthenticated national bulk-export mechanism, not a dead or gated one."
API Well Number (oil & gas wells),Environment & Natural Resources,No single federal bulk file of all API-numbered wells; state oil & gas commission well databases hold the full universe. USGS's Documented Unplugged Orphaned Oil and Gas Well Dataset is a partial federal aggregation (orphaned wells only); BOEM Well Data covers federal offshore wells.,https://www.usgs.gov/data/united-states-documented-unplugged-orphaned-oil-and-gas-well-dataset,bulk-file,none,large,confirmed,"""United States Documented Unplugged Orphaned Oil and Gas Well Dataset"" — ""117,672 orphaned wells across 27 states"" — ""Includes American Petroleum Institute (API) number, or other identification number""",True,Texas Railroad Commission (RRC) well records; North Dakota Oil and Gas Division (NDIC) GIS well data; Pennsylvania DEP oil & gas well database,partial,"117,672 orphaned wells across 27 states — but this covers only the orphaned-well subset, not all API-numbered wells.",,,"This USGS dataset is a subset (unplugged orphaned wells only), not a national well registry. The authoritative universe of API numbers is fragmented across ~30+ state oil & gas regulatory agencies with no unified federal bulk file.",upheld,"Confirmed and strengthened. Landing page doesn't hold the files itself but its 'View Data Release' link resolves (via DOI 10.5066/P91PJETI) to ScienceBase item 62ebd67bd34eacf539724c56. Queried ScienceBase's JSON API directly and got real file records with working direct-download URIs: US_orphaned_wells.csv (22,186,424 bytes, text/csv) and US_orphaned_wells.zip (8,938,410 bytes), no login required. 117,672-well / 27-state figure and API-number field both confirmed in the item metadata. First pass's honest framing (partial federal aggregation, orphaned wells only, not the full national API-number universe) also checks out -- it's not overclaiming shape."
